meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
World Aquatics Championships - Fukuoka 2023,48.06,26/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"ALEXY, Jack",M,19/01/2003,,,67,68,926,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.06,26/07/2023,Men's 100m Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,67,69,926,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.08,26/07/2023,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,70,70,925,Fukuoka,JPN
2023 Phillips 66,48.08,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"HELD, Ryan",M,27/06/1995,,,70,71,925,Indianapolis,USA
2023 Phillips 66,48.08,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"MCDUFF, Macguire",M,28/02/2003,,,70,72,925,Indianapolis,USA
2023 Australian Trials,48.09,16/06/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,73,73,925,Melbourne,AUS
NSW State Open Championships 2023,48.09,10/03/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,73,74,925,Sydney,AUS
World Aquatics Championships - Fukuoka 2023,48.10,23/07/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,75,75,924,Fukuoka,JPN
Sette colli 2023,48.10,24/06/2023,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,75,76,924,Rome,ITA
Brazil Trophy 2023,48.11,01/06/2023,Men's 100m Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,77,77,924,Recife,BRA
French Elite 2023,48.12,13/06/2023,Men's 100m Freestyle LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,78,78,923,Rennes,FRA
19th Asian Games 2023,48.13,24/09/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,79,79,922,Hangzhou,CHN
World Aquatics Championships - Fukuoka 2023,48.13,26/07/2023,Men's 100m Freestyle LCM Male,POR,Portugal,"MATOS RIBEIRO, Diogo",M,27/10/2004,,,79,80,922,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.14,26/07/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,81,81,922,Fukuoka,JPN
2023 Phillips 66,48.14,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"RESS, Justin",M,03/08/1997,,,81,82,922,Indianapolis,USA
Brazil Trophy 2023,48.14,01/06/2023,Men's 100m Freestyle LCM Male,BRA,Brazil,"CHIERIGHINI, Marcelo",M,15/01/1991,,,81,83,922,Recife,BRA
Japan Open 2023,48.15,30/11/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,84,84,921,Tokyo,JPN
World Aquatics Championships - Fukuoka 2023,48.15,26/07/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"SOUTHAM, Flynn",M,05/06/2005,,,84,85,921,Fukuoka,JPN
Chinese Spring National Championships (50m),48.15,01/05/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,84,86,921,Hangzhou,CHN
World Aquatics Championships - Fukuoka 2023,48.16,26/07/2023,Men's 100m Freestyle LCM Male,TTO,Trinidad and Tobago,"CARTER, Dylan",M,30/01/1996,,,87,87,921,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.16,23/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"HELD, Ryan",M,27/06/1995,,,87,88,921,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.17,27/07/2023,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,89,89,920,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.17,23/07/2023,Men's 100m Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,89,90,920,Fukuoka,JPN
2023 Phillips 66,48.17,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,89,91,920,Indianapolis,USA
AP Race London 2023,48.17,28/05/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,89,92,920,London,GBR
Chinese Spring National Championships (50m),48.17,05/05/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,89,93,920,Hangzhou,CHN
World Aquatics Championships - Fukuoka 2023,48.18,26/07/2023,Men's 100m Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,94,94,920,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.18,26/07/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"SOUTHAM, Flynn",M,05/06/2005,,,94,95,920,Fukuoka,JPN
2023 Phillips 66,48.18,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"RESS, Justin",M,03/08/1997,,,94,96,920,Indianapolis,USA
Israels Championship 2023,48.18,10/06/2023,Men's 100m Freestyle LCM Male,ISR,Israel,"FRANKEL, Tomer",M,18/10/2000,,,94,97,920,Netanya,ISR
World Aquatics Championships - Fukuoka 2023,48.20,26/07/2023,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,98,98,918,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.20,26/07/2023,Men's 100m Freestyle LCM Male,SRB,Serbia,"BARNA, Andrej",M,06/03/1998,,,98,99,918,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.20,23/07/2023,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,98,100,918,Fukuoka,JPN
TYR Pro Championships 2023,48.21,29/07/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"GIULIANI, Maximillian",M,03/07/2003,,,101,101,918,Irvine,USA
World Aquatics Championships - Fukuoka 2023,48.21,26/07/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,101,102,918,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.21,26/07/2023,Men's 100m Freestyle LCM Male,POR,Portugal,"MATOS RIBEIRO, Diogo",M,27/10/2004,,,101,103,918,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,48.21,26/07/2023,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,101,104,918,Fukuoka,JPN
2023 Australian Trials,48.21,16/06/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CARTWRIGHT, Jack",M,22/09/1998,,,101,105,918,Melbourne,AUS
Korean National Trials 2023,48.21,26/03/2023,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,101,106,918,Gimcheon,KOR
Russian National Swimming Cup Final,48.22,30/07/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,107,107,917,Kazan,RUS
World Aquatics Championships - Fukuoka 2023,48.22,26/07/2023,Men's 100m Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,107,108,917,Fukuoka,JPN
Russian National Championships (50m),48.22,16/04/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,107,109,917,Kazan,RUS
2023 Phillips 66,48.24,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"MCDUFF, Macguire",M,28/02/2003,,,110,110,916,Indianapolis,USA
Russian National Swimming Cup Final,48.25,25/07/2023,Men's 100m Freestyle LCM Male,NAB,Neutral Athletes B,"KORNEV, Egor",M,06/02/2004,,,111,111,916,Kazan,RUS
2023 CHN Championships,48.26,13/12/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"JI, Xinjie",M,27/10/1997,,,112,112,915,Jinan,CHN
2023 Phillips 66,48.26,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"CURRY, Brooks",M,20/01/2001,,,112,113,915,Indianapolis,USA
Sette colli 2023,48.27,24/06/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,114,114,914,Rome,ITA
Japan Open 2023,48.28,30/11/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,115,115,914,Tokyo,JPN
Sette colli 2023,48.28,24/06/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,115,116,914,Rome,ITA
2023 TYR Pro Series FL,48.28,02/03/2023,Men's 100m Freestyle LCM Male,TTO,Trinidad and Tobago,"CARTER, Dylan",M,30/01/1996,,,115,117,914,Fort Lauderdale,USA
2023 CHN Championships,48.29,10/12/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,118,118,913,Jinan,CHN
TYR Pro Championships 2023,48.29,29/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"CURRY, Brooks",M,20/01/2001,,,118,119,913,Irvine,USA
World Aquatics Championships - Fukuoka 2023,48.29,23/07/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"CARTWRIGHT, Jack",M,22/09/1998,,,118,120,913,Fukuoka,JPN
Russian National Championships (50m),48.29,20/04/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,09/07/2000,,,118,121,913,Kazan,RUS
Apollo Projects New Zealand National Championships 2023 (50m),48.29,01/04/2023,Men's 100m Freestyle LCM Male,NZL,New Zealand,"GRAY, Cameron",M,13/08/2003,,,118,122,913,Auckland,NZL
Toyota USA Open 2023,48.30,02/12/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"KING, Matt",M,19/02/2002,,,123,123,913,Greensboro,USA
World Aquatics Championships - Fukuoka 2023,48.30,23/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,123,124,913,Fukuoka,JPN
2023 CHN Championships,48.31,13/12/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,125,125,912,Jinan,CHN
Russian National Championships (50m),48.32,21/04/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,126,126,912,Kazan,RUS
GBR Championships 2023,48.32,06/04/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,02/05/2000,,,126,127,912,Sheffield,GBR
World Aquatics Championships - Fukuoka 2023,48.34,26/07/2023,Men's 100m Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,128,128,910,Fukuoka,JPN
Sette colli 2023,48.35,24/06/2023,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,129,129,910,Rome,ITA
AP Race London 2023,48.35,28/05/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,02/05/2000,,,129,130,910,London,GBR
Toyota USA Open 2023,48.36,02/12/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"HELD, Ryan",M,27/06/1995,,,131,131,909,Greensboro,USA
World Aquatics Swimming World Cup 2023 - Athens,48.36,14/10/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,131,132,909,Athens,GRE
TYR Pro Championships 2023,48.36,29/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"CURRY, Brooks",M,20/01/2001,,,131,133,909,Irvine,USA
World Aquatics Championships - Fukuoka 2023,48.36,26/07/2023,Men's 100m Freestyle LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,131,134,909,Fukuoka,JPN
Sette colli 2023,48.36,24/06/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,131,135,909,Rome,ITA
World Aquatics Championships - Fukuoka 2023,48.37,23/07/2023,Men's 100m Freestyle LCM Male,CHN,People's Republic of China,"WANG, Haoyu",M,27/07/2005,,,136,136,909,Fukuoka,JPN
2023 Phillips 66,48.37,27/06/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"KIBLER, Drew",M,09/03/2000,,,136,137,909,Indianapolis,USA
ITA Championships 2023,48.37,17/04/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,136,138,909,Riccione,ITA
Pan American Games 2023,48.38,23/10/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"CURRY, Brooks",M,20/01/2001,,,139,139,908,Santiago,CHI
Pan American Games 2023,48.38,23/10/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"KULOW, Jonny",M,11/08/2004,,,139,140,908,Santiago,CHI
World Aquatics Championships - Fukuoka 2023,48.38,23/07/2023,Men's 100m Freestyle LCM Male,CAN,Canada,"GAZIEV, Ruslan",M,16/08/1999,,,139,141,908,Fukuoka,JPN
Japan Open 2023,48.39,30/11/2023,Men's 100m Freestyle LCM Male,GER,Germany,"SALCHOW, Josha",M,02/07/1999,,,142,142,908,Tokyo,JPN
Rotterdam 2023,48.40,02/12/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"BURRAS, Lewis Edward",M,12/02/2000,,,143,143,907,Rotterdam,NED
HUN Championship 2023,48.40,19/04/2023,Men's 100m Freestyle LCM Male,HUN,Hungary,"MILAK, Kristof",M,20/02/2000,,,143,144,907,Kaposvar,HUN
World Aquatics Swimming World Cup 2023 - Budapest,48.41,21/10/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,145,145,906,Budapest,HUN
Pan American Games 2023,48.41,21/10/2023,Men's 100m Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,145,146,906,Santiago,CHI
World Aquatics Championships - Fukuoka 2023,48.41,26/07/2023,Men's 100m Freestyle LCM Male,USA,United States of America,"GUILIANO, Chris",M,25/06/2003,,,145,147,906,Fukuoka,JPN
Australian National Championships (50m),48.41,20/04/2023,Men's 100m Freestyle LCM Male,AUS,Australia,"TAYLOR, Kai James",M,18/08/2003,,,145,148,906,Gold Coast,AUS
Russian National Championships (50m),48.41,20/04/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,145,149,906,Kazan,RUS
2023 TYR Pro Series FL,48.41,02/03/2023,Men's 100m Freestyle LCM Male,GBR,Great Britain,"RICHARDS, Matthew",M,17/12/2002,,,145,150,906,Fort Lauderdale,USA
ITA Championships 2023,48.42,30/11/2023,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,151,151,906,Riccione,ITA
Russian National Swimming Cup Final,48.42,29/07/2023,Men's 100m Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,151,152,906,Kazan,RUS
